,Name,Class.Family,chr,start,end
513,AluY,SINE/Alu,chr22,12605668,12605896
514,AluSx1,SINE/Alu,chr22,12608337,12608650
515,AluJr,SINE/Alu,chr22,12610191,12610484
516,AluSg7,SINE/Alu,chr22,12614466,12614759
517,AluJr4,SINE/Alu,chr22,12614915,12615079
518,AluJr4,SINE/Alu,chr22,12617726,12618019
519,AluYa5,SINE/Alu,chr22,12620300,12620597
520,AluJo,SINE/Alu,chr22,12624411,12624567
521,AluSz,SINE/Alu,chr22,12624903,12625201
522,AluJo,SINE/Alu,chr22,12629257,12629377
523,AluJo,SINE/Alu,chr22,12629471,12629752
524,AluSx1,SINE/Alu,chr22,12632081,12632373
525,AluJr,SINE/Alu,chr22,12638390,12638696
526,AluYb8,SINE/Alu,chr22,12698699,12699016
527,AluSz,SINE/Alu,chr22,12705426,12705736
528,AluYh3,SINE/Alu,chr22,12712436,12712607
529,AluY,SINE/Alu,chr22,12719989,12720292
530,AluSc,SINE/Alu,chr22,12724686,12724966
531,AluSp,SINE/Alu,chr22,12783231,12783536
532,AluSx3,SINE/Alu,chr22,12784395,12784685
533,AluJb,SINE/Alu,chr22,12785264,12785531
534,AluY,SINE/Alu,chr22,12785815,12786107
535,AluSq,SINE/Alu,chr22,12786232,12786505
536,AluY,SINE/Alu,chr22,12786587,12786883
537,AluSx,SINE/Alu,chr22,12786888,12787182
538,AluSx1,SINE/Alu,chr22,12787345,12787656
539,AluSx1,SINE/Alu,chr22,12789124,12789446
540,AluSx,SINE/Alu,chr22,12789523,12789823
541,AluYk4,SINE/Alu,chr22,12789855,12790162
542,AluJb,SINE/Alu,chr22,12793067,12793356
543,AluJb,SINE/Alu,chr22,12793468,12793774
544,AluSp,SINE/Alu,chr22,12797416,12797724
545,AluSp,SINE/Alu,chr22,12800940,12801237
546,AluY,SINE/Alu,chr22,12807948,12808234
547,AluSz,SINE/Alu,chr22,12808548,12808836
548,AluY,SINE/Alu,chr22,12810996,12811286
549,AluSg,SINE/Alu,chr22,12816125,12816420
550,AluSz,SINE/Alu,chr22,12869247,12869515
551,AluSz6,SINE/Alu,chr22,12869703,12870016
552,AluSz,SINE/Alu,chr22,12881277,12881585
553,AluYh3,SINE/Alu,chr22,12888287,12888454
554,AluY,SINE/Alu,chr22,12895802,12896103
555,AluSc,SINE/Alu,chr22,12900509,12900779
556,AluJr,SINE/Alu,chr22,13282402,13282701
557,AluJb,SINE/Alu,chr22,13282770,13283057
558,AluSg4,SINE/Alu,chr22,15213695,15213995
559,AluSp,SINE/Alu,chr22,15214213,15214550
560,AluSx1,SINE/Alu,chr22,15226275,15226455
561,AluSc,SINE/Alu,chr22,15226566,15226888
562,AluSx1,SINE/Alu,chr22,15227042,15227336
563,AluY,SINE/Alu,chr22,15227337,15227620
564,AluSg,SINE/Alu,chr22,15229093,15229415
565,AluSx1,SINE/Alu,chr22,15229445,15229723
566,AluY,SINE/Alu,chr22,15229747,15230055
567,AluSx1,SINE/Alu,chr22,15230096,15230398
568,AluY,SINE/Alu,chr22,15233876,15234166
569,AluY,SINE/Alu,chr22,15237163,15237469
570,AluSq2,SINE/Alu,chr22,15237858,15238153
571,AluY,SINE/Alu,chr22,15238306,15238433
572,AluSz,SINE/Alu,chr22,15238434,15238732
573,AluSz,SINE/Alu,chr22,15239751,15240058
574,AluSc8,SINE/Alu,chr22,15240810,15241119
575,AluSx1,SINE/Alu,chr22,15241705,15241873
576,AluSg,SINE/Alu,chr22,15242527,15242823
577,AluYb8,SINE/Alu,chr22,15243233,15243542
578,AluYm1,SINE/Alu,chr22,15243783,15244081
579,AluSp,SINE/Alu,chr22,15244137,15244463
580,AluSx1,SINE/Alu,chr22,15244810,15245094
581,AluSc8,SINE/Alu,chr22,15245115,15245422
582,AluSx1,SINE/Alu,chr22,15246710,15247013
583,AluSc,SINE/Alu,chr22,15248848,15249139
584,AluSx,SINE/Alu,chr22,15249497,15249660
585,AluSz,SINE/Alu,chr22,15249664,15249842
586,AluSg,SINE/Alu,chr22,15249843,15250057
587,AluSz,SINE/Alu,chr22,15250058,15250194
588,AluY,SINE/Alu,chr22,15252704,15253007
589,AluSx4,SINE/Alu,chr22,15253297,15253589
590,AluY,SINE/Alu,chr22,15255140,15255438
591,AluSc,SINE/Alu,chr22,15256640,15256939
592,AluSx,SINE/Alu,chr22,15258671,15258963
593,AluSx1,SINE/Alu,chr22,15260477,15260800
594,AluY,SINE/Alu,chr22,15261166,15261450
595,AluSq,SINE/Alu,chr22,15261674,15261984
596,AluYe5,SINE/Alu,chr22,15262674,15262736
597,AluJb,SINE/Alu,chr22,15262821,15263066
598,AluY,SINE/Alu,chr22,15265474,15265747
599,AluSx1,SINE/Alu,chr22,15265818,15266114
600,AluSc,SINE/Alu,chr22,15270274,15270581
601,AluSx,SINE/Alu,chr22,15271940,15272116
602,AluJo,SINE/Alu,chr22,15274588,15274711
603,AluJo,SINE/Alu,chr22,15275980,15276035
604,AluSz,SINE/Alu,chr22,15277538,15277842
605,AluY,SINE/Alu,chr22,15284578,15284875
606,AluY,SINE/Alu,chr22,15295413,15295728
607,AluY,SINE/Alu,chr22,15297628,15297886
608,AluJo,SINE/Alu,chr22,15299442,15299599
609,AluSx4,SINE/Alu,chr22,15300386,15300670
610,AluYm1,SINE/Alu,chr22,15305773,15306095
611,AluSq2,SINE/Alu,chr22,15309402,15309704
612,AluSq2,SINE/Alu,chr22,15311537,15311825
613,AluY,SINE/Alu,chr22,15312663,15312961
614,AluSx,SINE/Alu,chr22,15314280,15314453
615,AluY,SINE/Alu,chr22,15318843,15319143
616,AluSc,SINE/Alu,chr22,15321869,15322155
617,AluSx3,SINE/Alu,chr22,15322837,15323144
618,AluJo,SINE/Alu,chr22,15328758,15329042
619,AluY,SINE/Alu,chr22,15330385,15330684
620,AluSx1,SINE/Alu,chr22,15330723,15331012
621,AluY,SINE/Alu,chr22,15331642,15331934
622,AluSp,SINE/Alu,chr22,15332080,15332373
623,AluY,SINE/Alu,chr22,15333082,15333369
624,AluJr,SINE/Alu,chr22,15333728,15333843
625,AluSg7,SINE/Alu,chr22,15334106,15334412
626,FLAM_C,SINE/Alu,chr22,15334858,15334949
627,AluJr,SINE/Alu,chr22,15335860,15336161
628,AluJo,SINE/Alu,chr22,15338098,15338386
629,AluSx1,SINE/Alu,chr22,15338652,15338902
630,AluSx1,SINE/Alu,chr22,15344259,15344576
631,AluSp,SINE/Alu,chr22,15345981,15346282
632,AluSx1,SINE/Alu,chr22,15350218,15350514
633,AluSp,SINE/Alu,chr22,15350552,15350860
634,FLAM_C,SINE/Alu,chr22,15471065,15471135
635,AluSq2,SINE/Alu,chr22,15471866,15472110
636,AluY,SINE/Alu,chr22,15472374,15472679
637,AluY,SINE/Alu,chr22,15472735,15473040
638,AluSz6,SINE/Alu,chr22,15473984,15474280
639,AluSx,SINE/Alu,chr22,15477035,15477346
640,AluY,SINE/Alu,chr22,15478008,15478277
641,AluSx1,SINE/Alu,chr22,15481644,15481949
642,AluSp,SINE/Alu,chr22,15483958,15484244
643,AluSg7,SINE/Alu,chr22,15485904,15486206
644,AluJr4,SINE/Alu,chr22,15486207,15486364
645,AluSg,SINE/Alu,chr22,15487413,15487716
646,AluSc,SINE/Alu,chr22,15488052,15488357
647,AluY,SINE/Alu,chr22,15489310,15489604
648,AluJb,SINE/Alu,chr22,15490367,15490382
649,AluJb,SINE/Alu,chr22,15490416,15490692
650,AluJb,SINE/Alu,chr22,15492958,15493042
651,AluY,SINE/Alu,chr22,15493112,15493443
652,AluSg,SINE/Alu,chr22,15493856,15494156
653,AluSq2,SINE/Alu,chr22,15500868,15501038
654,FRAM,SINE/Alu,chr22,15506993,15507157
655,AluSx3,SINE/Alu,chr22,15517016,15517150
656,AluY,SINE/Alu,chr22,15517151,15517413
657,AluSx3,SINE/Alu,chr22,15517414,15517593
658,AluSx3,SINE/Alu,chr22,15523701,15524013
659,AluSc,SINE/Alu,chr22,15525460,15525748
660,AluSp,SINE/Alu,chr22,15538089,15538425
661,AluSg7,SINE/Alu,chr22,15548947,15549197
662,AluSp,SINE/Alu,chr22,15552898,15553196
663,AluSx3,SINE/Alu,chr22,15556699,15556805
664,AluYm1,SINE/Alu,chr22,15557124,15557437
665,AluJo,SINE/Alu,chr22,15569783,15570060
666,AluSq2,SINE/Alu,chr22,15570369,15570667
667,AluSc5,SINE/Alu,chr22,15574396,15574694
668,AluSx,SINE/Alu,chr22,15581993,15582111
669,AluSx,SINE/Alu,chr22,15582259,15582537
670,AluSq,SINE/Alu,chr22,15582692,15582982
671,AluSx,SINE/Alu,chr22,15583646,15583935
672,AluJb,SINE/Alu,chr22,15585010,15585140
673,AluSx1,SINE/Alu,chr22,15585401,15585708
674,AluJo,SINE/Alu,chr22,15586661,15586780
675,AluYj4,SINE/Alu,chr22,15586784,15586853
676,AluJr,SINE/Alu,chr22,15587251,15587542
677,AluSx1,SINE/Alu,chr22,15590784,15591085
678,AluSx1,SINE/Alu,chr22,15592716,15593027
679,AluSp,SINE/Alu,chr22,15593682,15593966
680,AluSz,SINE/Alu,chr22,15594034,15594219
681,AluJb,SINE/Alu,chr22,15595003,15595299
682,AluJb,SINE/Alu,chr22,15596556,15596849
683,AluSx,SINE/Alu,chr22,15596997,15597327
684,AluYc,SINE/Alu,chr22,15598194,15598351
685,AluSx1,SINE/Alu,chr22,15598877,15599178
686,AluSc5,SINE/Alu,chr22,15599920,15600210
687,AluSp,SINE/Alu,chr22,15600327,15600621
688,AluSx,SINE/Alu,chr22,15601073,15601377
689,FLAM_C,SINE/Alu,chr22,15601602,15601735
690,AluSc8,SINE/Alu,chr22,15605170,15605437
691,AluSz,SINE/Alu,chr22,15605723,15606024
692,AluSz,SINE/Alu,chr22,15606025,15606170
693,AluY,SINE/Alu,chr22,15606254,15606422
694,AluY,SINE/Alu,chr22,15606462,15606560
695,AluSp,SINE/Alu,chr22,15606935,15607224
696,AluSg,SINE/Alu,chr22,15607936,15608098
697,AluSx,SINE/Alu,chr22,15608148,15608434
698,AluSg,SINE/Alu,chr22,15608435,15608568
699,AluJr,SINE/Alu,chr22,15609142,15609448
700,AluJo,SINE/Alu,chr22,15609757,15609916
701,AluSc8,SINE/Alu,chr22,15613998,15614305
702,AluSc8,SINE/Alu,chr22,15614715,15614940
703,AluSz6,SINE/Alu,chr22,15614963,15615139
704,AluSx1,SINE/Alu,chr22,15615613,15615799
705,AluSq,SINE/Alu,chr22,15617566,15617866
706,AluY,SINE/Alu,chr22,15618119,15618417
707,AluSx,SINE/Alu,chr22,15633803,15634094
708,AluSz,SINE/Alu,chr22,15639378,15639678
709,AluSx1,SINE/Alu,chr22,15639692,15640003
710,AluSx,SINE/Alu,chr22,15640372,15640491
711,AluSp,SINE/Alu,chr22,15645238,15645549
712,AluSq10,SINE/Alu,chr22,15645656,15645957
713,AluY,SINE/Alu,chr22,15650255,15650563
714,AluSc,SINE/Alu,chr22,15650994,15651289
715,AluJo,SINE/Alu,chr22,15652559,15652863
716,AluJb,SINE/Alu,chr22,15653228,15653497
717,AluYg6,SINE/Alu,chr22,15653543,15653592
718,AluSx4,SINE/Alu,chr22,15669521,15669776
719,AluSx,SINE/Alu,chr22,15671048,15671359
720,AluJb,SINE/Alu,chr22,15675158,15675451
721,AluJo,SINE/Alu,chr22,15675467,15675592
722,AluJb,SINE/Alu,chr22,15675969,15676256
723,AluYd8,SINE/Alu,chr22,15676531,15676582
724,AluJb,SINE/Alu,chr22,15686346,15686627
725,AluY,SINE/Alu,chr22,15691242,15691545
726,AluSg7,SINE/Alu,chr22,15692011,15692304
727,AluSx3,SINE/Alu,chr22,15692474,15692767
728,FLAM_A,SINE/Alu,chr22,15697046,15697166
729,AluJb,SINE/Alu,chr22,15697356,15697497
730,AluJb,SINE/Alu,chr22,15697531,15697651
731,AluSc5,SINE/Alu,chr22,15707285,15707576
732,AluY,SINE/Alu,chr22,15708235,15708542
733,AluJb,SINE/Alu,chr22,15712260,15712428
734,AluSx,SINE/Alu,chr22,15713505,15713799
735,AluSx,SINE/Alu,chr22,15715518,15715815
736,AluJr,SINE/Alu,chr22,15740064,15740371
737,AluSg,SINE/Alu,chr22,15741972,15742273
738,AluJb,SINE/Alu,chr22,15746004,15746158
739,AluJb,SINE/Alu,chr22,15746184,15746300
740,AluYf1,SINE/Alu,chr22,15748420,15748706
741,AluSx1,SINE/Alu,chr22,15753589,15753886
742,AluJb,SINE/Alu,chr22,15767086,15767355
743,AluJb,SINE/Alu,chr22,15768809,15769100
744,AluSx,SINE/Alu,chr22,15771166,15771454
745,AluJo,SINE/Alu,chr22,15772046,15772363
746,AluJb,SINE/Alu,chr22,15775083,15775349
747,AluSp,SINE/Alu,chr22,15778915,15779203
748,AluSx,SINE/Alu,chr22,15785538,15785834
749,AluY,SINE/Alu,chr22,15790995,15791287
750,AluSg4,SINE/Alu,chr22,15799829,15800127
751,AluSz,SINE/Alu,chr22,15800785,15801079
752,AluSx4,SINE/Alu,chr22,15804311,15804620
753,AluSx3,SINE/Alu,chr22,15807154,15807451
754,AluSc8,SINE/Alu,chr22,15808739,15808982
755,AluSc,SINE/Alu,chr22,15811915,15812202
756,AluJr4,SINE/Alu,chr22,15818175,15818299
757,AluJo,SINE/Alu,chr22,15822293,15822573
758,AluSq2,SINE/Alu,chr22,15822814,15823107
759,AluSq2,SINE/Alu,chr22,15824885,15825178
760,AluJo,SINE/Alu,chr22,15827313,15827445
761,AluJr,SINE/Alu,chr22,15828063,15828334
762,FLAM_C,SINE/Alu,chr22,15828528,15828658
763,FLAM_C,SINE/Alu,chr22,15828736,15828867
764,AluSc,SINE/Alu,chr22,15830214,15830494
765,AluSc8,SINE/Alu,chr22,15830513,15830773
766,AluSg7,SINE/Alu,chr22,15830776,15831054
767,AluJo,SINE/Alu,chr22,15831522,15831820
768,AluSc8,SINE/Alu,chr22,15833420,15833724
769,AluSz,SINE/Alu,chr22,15835836,15836121
770,AluSx,SINE/Alu,chr22,15838058,15838340
771,AluSx,SINE/Alu,chr22,15842602,15842873
772,AluYe5,SINE/Alu,chr22,15843813,15843962
773,AluSx,SINE/Alu,chr22,15863789,15864125
774,AluJr,SINE/Alu,chr22,15872580,15872865
775,AluJr,SINE/Alu,chr22,15874325,15874623
776,AluSx3,SINE/Alu,chr22,15879147,15879284
777,AluSx3,SINE/Alu,chr22,15892036,15892170
778,AluY,SINE/Alu,chr22,15892171,15892420
779,AluSx3,SINE/Alu,chr22,15892421,15892615
780,AluSz,SINE/Alu,chr22,15895111,15895364
781,AluSq2,SINE/Alu,chr22,15897070,15897350
782,AluSx1,SINE/Alu,chr22,15897856,15898158
783,AluSx,SINE/Alu,chr22,15905736,15905999
784,AluJr,SINE/Alu,chr22,15906158,15906424
785,AluSz6,SINE/Alu,chr22,15907342,15907631
786,AluY,SINE/Alu,chr22,15912473,15912771
787,AluJo,SINE/Alu,chr22,15914721,15915006
788,AluSg4,SINE/Alu,chr22,15917083,15917373
789,AluSx1,SINE/Alu,chr22,15925854,15926132
790,AluJb,SINE/Alu,chr22,15928958,15929232
791,AluSg4,SINE/Alu,chr22,16088094,16088394
792,AluSp,SINE/Alu,chr22,16088684,16088965
793,AluSx1,SINE/Alu,chr22,16094630,16094810
794,AluSc,SINE/Alu,chr22,16094964,16095252
795,AluSx1,SINE/Alu,chr22,16095406,16095692
796,AluYj4,SINE/Alu,chr22,16095698,16095986
797,AluSg,SINE/Alu,chr22,16097472,16097789
798,AluSx1,SINE/Alu,chr22,16097819,16098098
799,AluY,SINE/Alu,chr22,16098108,16098415
800,AluSx1,SINE/Alu,chr22,16098456,16098757
801,AluY,SINE/Alu,chr22,16102223,16102506
802,AluY,SINE/Alu,chr22,16105523,16105806
803,AluSq2,SINE/Alu,chr22,16106197,16106483
804,AluY,SINE/Alu,chr22,16106636,16106763
805,AluSz,SINE/Alu,chr22,16106764,16107057
806,AluSz,SINE/Alu,chr22,16108077,16108380
807,AluY,SINE/Alu,chr22,16109127,16109328
808,AluY,SINE/Alu,chr22,16109329,16109371
809,AluSx1,SINE/Alu,chr22,16109941,16110108
810,AluSg,SINE/Alu,chr22,16110756,16111052
811,AluYm1,SINE/Alu,chr22,16111694,16111994
812,AluSp,SINE/Alu,chr22,16112083,16112369
813,AluSx1,SINE/Alu,chr22,16112714,16113005
814,AluSc8,SINE/Alu,chr22,16113028,16113334
815,AluSx1,SINE/Alu,chr22,16114615,16114925
816,AluSc,SINE/Alu,chr22,16116763,16117056
817,AluSx,SINE/Alu,chr22,16117415,16117572
818,AluSz,SINE/Alu,chr22,16117575,16117752
819,AluSg,SINE/Alu,chr22,16117753,16117967
820,AluSz,SINE/Alu,chr22,16117968,16118103
821,AluY,SINE/Alu,chr22,16120637,16120940
822,AluSx4,SINE/Alu,chr22,16121232,16121521
823,AluY,SINE/Alu,chr22,16123057,16123350
824,AluSc,SINE/Alu,chr22,16124550,16124845
825,AluSx,SINE/Alu,chr22,16126594,16126886
826,AluSx1,SINE/Alu,chr22,16128405,16128728
827,AluY,SINE/Alu,chr22,16129060,16129372
828,AluSq,SINE/Alu,chr22,16129603,16129913
829,AluYe5,SINE/Alu,chr22,16130610,16130672
830,AluJb,SINE/Alu,chr22,16130761,16131003
831,AluY,SINE/Alu,chr22,16133440,16133714
832,AluSx1,SINE/Alu,chr22,16133762,16134059
833,AluSc5,SINE/Alu,chr22,16138192,16138500
834,AluSx,SINE/Alu,chr22,16139847,16140023
835,AluJo,SINE/Alu,chr22,16142506,16142629
836,AluJo,SINE/Alu,chr22,16143890,16143947
837,AluSz,SINE/Alu,chr22,16145437,16145746
838,AluY,SINE/Alu,chr22,16148387,16148685
839,AluY,SINE/Alu,chr22,16159230,16159526
840,AluY,SINE/Alu,chr22,16161419,16161695
841,AluJo,SINE/Alu,chr22,16163253,16163410
842,AluSx4,SINE/Alu,chr22,16164200,16164498
843,AluYa5,SINE/Alu,chr22,16164951,16165279
844,AluY,SINE/Alu,chr22,16169942,16170261
845,AluSq2,SINE/Alu,chr22,16173594,16173894
846,AluSq2,SINE/Alu,chr22,16175727,16176023
847,AluY,SINE/Alu,chr22,16176860,16177160
848,AluSx,SINE/Alu,chr22,16178467,16178640
849,AluY,SINE/Alu,chr22,16183036,16183332
850,AluSc,SINE/Alu,chr22,16192133,16192415
851,AluSx3,SINE/Alu,chr22,16193106,16193410
852,AluJo,SINE/Alu,chr22,16199036,16199321
853,AluY,SINE/Alu,chr22,16200755,16201061
854,AluSx1,SINE/Alu,chr22,16201087,16201362
855,AluYj4,SINE/Alu,chr22,16202011,16202300
856,AluSp,SINE/Alu,chr22,16202447,16202739
857,AluYm1,SINE/Alu,chr22,16203445,16203755
858,AluJr,SINE/Alu,chr22,16204086,16204203
859,AluSg7,SINE/Alu,chr22,16204466,16204773
860,AluJr,SINE/Alu,chr22,16205231,16205311
861,AluJb,SINE/Alu,chr22,16206224,16206498
862,AluJo,SINE/Alu,chr22,16208522,16208809
863,AluSx1,SINE/Alu,chr22,16209075,16209336
864,AluSx1,SINE/Alu,chr22,16214708,16215022
865,AluSp,SINE/Alu,chr22,16216421,16216714
866,AluSx1,SINE/Alu,chr22,16220701,16221004
867,AluSp,SINE/Alu,chr22,16221042,16221346
868,AluSq2,SINE/Alu,chr22,16245471,16245751
869,AluJb,SINE/Alu,chr22,16252358,16252654
870,AluSc8,SINE/Alu,chr22,16253888,16254180
871,AluJo,SINE/Alu,chr22,16392805,16393122
872,FLAM_A,SINE/Alu,chr22,16393412,16393534
873,AluSx,SINE/Alu,chr22,16394542,16394830
874,AluSz,SINE/Alu,chr22,16395017,16395307
875,AluJo,SINE/Alu,chr22,16395557,16395681
876,AluSq2,SINE/Alu,chr22,16395853,16396161
877,AluY,SINE/Alu,chr22,16397434,16397561
878,AluSq2,SINE/Alu,chr22,16402116,16402295
879,AluSz6,SINE/Alu,chr22,16404589,16404903
880,FLAM_A,SINE/Alu,chr22,16406637,16406757
881,AluJb,SINE/Alu,chr22,16408538,16408833
882,AluJr,SINE/Alu,chr22,16410039,16410323
883,AluSx1,SINE/Alu,chr22,16410967,16411279
884,AluSz,SINE/Alu,chr22,16411602,16411877
885,AluJb,SINE/Alu,chr22,16412632,16412910
886,AluY,SINE/Alu,chr22,16418599,16418909
887,AluSc8,SINE/Alu,chr22,16422002,16422296
888,AluSx1,SINE/Alu,chr22,16422489,16422770
889,AluSc8,SINE/Alu,chr22,16426563,16426842
890,AluSg,SINE/Alu,chr22,16427239,16427535
891,AluJb,SINE/Alu,chr22,16431870,16432172
892,AluJb,SINE/Alu,chr22,16432377,16432514
893,AluSz,SINE/Alu,chr22,16432515,16432817
894,AluJb,SINE/Alu,chr22,16432818,16432996
895,AluSc,SINE/Alu,chr22,16433021,16433167
896,AluSz,SINE/Alu,chr22,16433758,16434043
897,AluJr,SINE/Alu,chr22,16434539,16434843
898,FLAM_C,SINE/Alu,chr22,16437003,16437136
899,AluSq2,SINE/Alu,chr22,16437169,16437446
900,AluSq2,SINE/Alu,chr22,16437649,16437968
901,AluSz,SINE/Alu,chr22,16439707,16440004
902,AluJo,SINE/Alu,chr22,16440451,16440735
903,AluJr,SINE/Alu,chr22,16443215,16443508
904,AluSp,SINE/Alu,chr22,16445587,16445878
905,AluSz6,SINE/Alu,chr22,16457316,16457613
906,AluSx1,SINE/Alu,chr22,16458222,16458497
907,AluY,SINE/Alu,chr22,16458734,16459038
908,AluSx1,SINE/Alu,chr22,16461705,16461860
909,AluSx3,SINE/Alu,chr22,16462307,16462563
910,AluSx4,SINE/Alu,chr22,16464864,16465162
911,AluSc,SINE/Alu,chr22,16465192,16465497
912,AluSx3,SINE/Alu,chr22,16469263,16469414
913,AluSx,SINE/Alu,chr22,16473741,16473922
914,AluJo,SINE/Alu,chr22,16474821,16475089
915,AluSx,SINE/Alu,chr22,16477118,16477429
916,AluSq,SINE/Alu,chr22,16478151,16478464
917,FLAM_A,SINE/Alu,chr22,16485238,16485330
918,AluSp,SINE/Alu,chr22,16485455,16485594
919,AluSx,SINE/Alu,chr22,16498812,16498988
920,AluSx1,SINE/Alu,chr22,16500406,16500706
921,AluJr,SINE/Alu,chr22,16501438,16501751
922,AluSq,SINE/Alu,chr22,16502049,16502343
923,AluSx,SINE/Alu,chr22,16503542,16503753
924,AluJr,SINE/Alu,chr22,16505684,16505881
925,AluSq2,SINE/Alu,chr22,16505899,16506203
926,AluSz,SINE/Alu,chr22,16506415,16506488
927,AluJr,SINE/Alu,chr22,16506590,16506754
928,AluSx,SINE/Alu,chr22,16506755,16507053
929,AluJr,SINE/Alu,chr22,16507054,16507191
930,AluSx1,SINE/Alu,chr22,16508693,16508993
931,AluSz6,SINE/Alu,chr22,16509679,16509979
932,AluSq2,SINE/Alu,chr22,16511179,16511490
933,AluSq2,SINE/Alu,chr22,16511710,16512015
934,AluSx1,SINE/Alu,chr22,16512847,16513136
935,AluSx3,SINE/Alu,chr22,16514337,16514632
936,AluSz,SINE/Alu,chr22,16518258,16518550
937,AluSz,SINE/Alu,chr22,16518708,16518970
938,AluY,SINE/Alu,chr22,16519764,16520054
939,AluJo,SINE/Alu,chr22,16521801,16522113
940,AluSz,SINE/Alu,chr22,16522359,16522666
941,AluSx1,SINE/Alu,chr22,16522670,16522956
942,AluSx1,SINE/Alu,chr22,16523281,16523584
943,FLAM_A,SINE/Alu,chr22,16523594,16523720
944,AluJr4,SINE/Alu,chr22,16524489,16524652
945,AluJb,SINE/Alu,chr22,16524674,16524777
946,AluSz,SINE/Alu,chr22,16531194,16531312
947,AluJr,SINE/Alu,chr22,16533529,16533656
948,AluJo,SINE/Alu,chr22,16533663,16533955
949,AluSx,SINE/Alu,chr22,16537718,16538014
950,AluSq2,SINE/Alu,chr22,16538391,16538690
951,AluSq,SINE/Alu,chr22,16544314,16544624
952,AluJo,SINE/Alu,chr22,16551590,16551693
953,AluSg,SINE/Alu,chr22,16551778,16551952
954,AluY,SINE/Alu,chr22,16551953,16552257
955,AluSg,SINE/Alu,chr22,16552258,16552397
956,AluSx,SINE/Alu,chr22,16552895,16553196
957,AluSx,SINE/Alu,chr22,16553758,16554063
958,AluSx,SINE/Alu,chr22,16554517,16554765
959,AluSx,SINE/Alu,chr22,16554766,16554891
960,AluSx,SINE/Alu,chr22,16556111,16556141
961,AluSx,SINE/Alu,chr22,16556167,16556448
962,Alu,SINE/Alu,chr22,16558018,16558070
963,AluSx,SINE/Alu,chr22,16558072,16558244
964,AluSx,SINE/Alu,chr22,16561622,16561654
965,AluSx3,SINE/Alu,chr22,16561654,16561879
966,AluSx3,SINE/Alu,chr22,16561885,16562100
967,AluSx3,SINE/Alu,chr22,16562100,16562319
968,AluSx3,SINE/Alu,chr22,16562319,16562541
969,AluSx3,SINE/Alu,chr22,16562543,16562711
970,AluJb,SINE/Alu,chr22,16575178,16575364
971,AluSq,SINE/Alu,chr22,16580115,16580420
972,AluSz,SINE/Alu,chr22,16582794,16582958
973,AluJo,SINE/Alu,chr22,16583104,16583206
974,AluSc8,SINE/Alu,chr22,16583466,16583774
975,AluSx1,SINE/Alu,chr22,16583790,16584098
976,AluY,SINE/Alu,chr22,16584414,16584721
977,AluSq,SINE/Alu,chr22,16585005,16585264
978,AluSx1,SINE/Alu,chr22,16585294,16585584
979,Alu,SINE/Alu,chr22,16586425,16586513
980,AluJb,SINE/Alu,chr22,16586697,16586862
981,AluSz,SINE/Alu,chr22,16586863,16586878
982,AluSz,SINE/Alu,chr22,16586925,16587206
983,AluSp,SINE/Alu,chr22,16587458,16587762
984,AluSx1,SINE/Alu,chr22,16588040,16588175
985,AluSx4,SINE/Alu,chr22,16588176,16588482
986,AluSx1,SINE/Alu,chr22,16588483,16588645
987,AluSx1,SINE/Alu,chr22,16588712,16589031
988,AluJr,SINE/Alu,chr22,16589407,16589571
989,AluSp,SINE/Alu,chr22,16589572,16589878
990,AluJr,SINE/Alu,chr22,16589879,16590030
991,AluSx3,SINE/Alu,chr22,16590411,16590712
992,AluJb,SINE/Alu,chr22,16593038,16593291
993,AluSx1,SINE/Alu,chr22,16593303,16593616
994,AluJb,SINE/Alu,chr22,16594146,16594302
995,AluSp,SINE/Alu,chr22,16594491,16594810
996,AluSx1,SINE/Alu,chr22,16595833,16595999
997,AluSx3,SINE/Alu,chr22,16596051,16596345
998,AluSx1,SINE/Alu,chr22,16596862,16597169
999,AluSx4,SINE/Alu,chr22,16597355,16597692
1000,AluSq2,SINE/Alu,chr22,16597964,16598255
1001,AluSx3,SINE/Alu,chr22,16598262,16598327
1002,AluJo,SINE/Alu,chr22,16598330,16598389
1003,AluY,SINE/Alu,chr22,16598390,16598690
1004,AluJo,SINE/Alu,chr22,16598691,16598841
1005,AluSx,SINE/Alu,chr22,16604675,16604962
1006,AluSc8,SINE/Alu,chr22,16606195,16606501
1007,AluJb,SINE/Alu,chr22,16607064,16607339
1008,AluSx,SINE/Alu,chr22,16607686,16607992
1009,AluSx4,SINE/Alu,chr22,16608070,16608364
1010,AluSz,SINE/Alu,chr22,16615152,16615411
1011,AluSx4,SINE/Alu,chr22,16624387,16624679
1012,AluSz6,SINE/Alu,chr22,16631472,16631758
1013,AluYb8,SINE/Alu,chr22,16632891,16632965
1014,AluSx1,SINE/Alu,chr22,16637138,16637439
1015,AluSg,SINE/Alu,chr22,16638793,16639064
1016,AluSg,SINE/Alu,chr22,16644900,16645191
1017,AluSz,SINE/Alu,chr22,16648505,16648805
1018,AluJr,SINE/Alu,chr22,16653076,16653360
1019,AluSq2,SINE/Alu,chr22,16653369,16653684
1020,AluSc,SINE/Alu,chr22,16655398,16655540
1021,AluSz6,SINE/Alu,chr22,16655884,16656210
1022,AluJr,SINE/Alu,chr22,16656317,16656603
1023,AluJo,SINE/Alu,chr22,16656628,16656767
